,id,imte1,imte2,imte3,imte4,imte5,safeinform,skillmat,wsituation1,wsituation2,wsituation3,wsituation4,wsituation5,wsituation11,wsituation6,wsituation7,wsituation,wsituation.1,wsituation10,wsituation12,wsituation13,wsituation14,wstat1,wstat2,wstat3,wstat4,wstat5,wstat6,wstat7,emo_manual,asb5,asb6,asb7,disc1,disc5,disc,disc10,disc11,disc6,disc7,disc.1,disc2,disc3,disc4,wtime_con1,wday,wday_week,ctime,wtime_night_a,wtime_sun_a,wtime_sat_a,wtime_long_a,wtime_night2,wtime_night3
8345,1149368_1,3.0,4.0,3.0,3.0,3.0,,2.0,2,3,3.0,2.0,3.0,3.0,3.0,3.0,2,3,2,3,3.0,3,4.0,3.0,4,5,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,6,60.0,0.0,1.0,1.0,1.0,2,2
8346,1149371_1,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2,3,2.0,3.0,2.0,4.0,2.0,3.0,3,2,3,4,2.0,3,4.0,2.0,4,3,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1,5,50.0,0.0,0.0,0.0,0.0,2,2
8347,1149371_2,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4,3,4.0,2.0,3.0,2.0,3.0,3.0,3,4,2,3,4.0,3,3.0,4.0,4,2,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,70.0,0.0,0.0,0.0,0.0,2,2
8348,1149382_1,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4,3,5.0,5.0,3.0,4.0,3.0,5.0,3,2,3,3,4.0,4,4.0,3.0,3,5,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,45.0,0.0,0.0,0.0,0.0,2,2
8349,1149382_2,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4,5,3.0,4.0,5.0,4.0,5.0,4.0,5,4,5,5,4.0,4,5.0,4.0,4,5,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1,5,50.0,0.0,0.0,1.0,1.0,2,1
8350,1149387_1,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4,3,2.0,3.0,4.0,2.0,3.0,2.0,4,3,3,3,4.0,3,3.0,4.0,3,2,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,50.0,0.0,0.0,0.0,0.0,2,2
8351,1149387_2,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4,4,3.0,4.0,2.0,4.0,3.0,3.0,3,5,3,4,3.0,4,4.0,3.0,3,4,4.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,50.0,0.0,0.0,0.0,0.0,2,2
8352,1149415_1,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3,4,4.0,4.0,4.0,4.0,4.0,3.0,4,4,3,2,4.0,3,3.0,2.0,2,4,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,55.0,0.0,0.0,0.0,0.0,2,2
8353,1149437_1,3.0,2.0,3.0,3.0,2.0,3.0,2.0,5,3,5.0,5.0,5.0,5.0,3.0,5.0,4,5,5,4,5.0,4,5.0,5.0,4,4,7.0,7.0,7.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2
8354,1149443_1,3.0,4.0,2.0,3.0,2.0,2.0,2.0,4,3,4.0,3.0,4.0,3.0,3.0,5.0,4,3,3,4,3.0,3,4.0,4.0,4,3,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,40.0,0.0,0.0,1.0,1.0,1,2
8355,1149457_1,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2,3,4.0,3.0,3.0,2.0,4.0,3.0,3,3,2,3,4.0,3,4.0,2.0,3,3,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2
8356,1149457_2,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3,3,4.0,2.0,5.0,3.0,3.0,4.0,3,4,4,2,3.0,4,3.0,3.0,4,2,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,70.0,0.0,0.0,0.0,0.0,2,2
8357,1149471_3,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5,4,4.0,5.0,3.0,4.0,3.0,4.0,4,4,3,5,3.0,4,4.0,4.0,5,4,5.0,4.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2
8358,1149478_1,3.0,4.0,3.0,3.0,3.0,2.0,2.0,5,4,4.0,5.0,5.0,4.0,4.0,4.0,5,5,4,3,5.0,4,5.0,7.0,4,5,4.0,4.0,5.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,40.0,0.0,0.0,0.0,0.0,2,2
8359,1149478_2,3.0,2.0,3.0,2.0,3.0,2.0,2.0,5,4,4.0,5.0,3.0,4.0,3.0,4.0,4,4,5,5,4.0,4,4.0,5.0,5,3,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,55.0,0.0,0.0,0.0,0.0,2,2
8360,1149493_1,3.0,2.0,2.0,3.0,3.0,2.0,2.0,5,4,5.0,5.0,4.0,4.0,3.0,3.0,5,3,5,4,3.0,3,4.0,5.0,5,4,5.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,50.0,0.0,0.0,0.0,0.0,2,2
8361,1149493_2,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4,5,4.0,5.0,5.0,4.0,4.0,5.0,4,4,5,5,5.0,4,7.0,4.0,5,5,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1,5,50.0,0.0,0.0,0.0,0.0,2,2
8362,1149521_1,3.0,2.0,2.0,2.0,3.0,2.0,2.0,5,5,7.0,5.0,7.0,5.0,5.0,4.0,5,4,4,5,4.0,5,2.0,4.0,3,3,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,55.0,0.0,0.0,0.0,0.0,2,2
8363,1149521_2,3.0,2.0,4.0,3.0,4.0,2.0,2.0,5,4,5.0,4.0,5.0,5.0,4.0,3.0,4,5,4,4,5.0,4,7.0,4.0,7,4,7.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,40.0,0.0,0.0,1.0,0.0,2,2
8364,1149542_1,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2,3,2.0,3.0,3.0,2.0,2.0,3.0,2,3,3,2,3.0,2,2.0,3.0,2,2,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2
8365,1149542_2,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2,3,3.0,2.0,3.0,2.0,2.0,3.0,2,2,3,2,3.0,2,2.0,1.0,3,2,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,0.0,0.0,0.0,0.0,0.0,2,2
8366,1149569_1,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2,3,2.0,2.0,3.0,2.0,2.0,3.0,2,3,2,2,3.0,2,2.0,3.0,3,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2
8367,1149595_1,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2,1,2.0,3.0,2.0,2.0,1.0,2.0,2,1,2,1,2.0,2,1.0,2.0,2,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,0.0,0.0,0.0,0.0,0.0,2,2
8368,1149595_2,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2,1,2.0,3.0,2.0,1.0,2.0,2.0,1,2,1,2,2.0,2,2.0,2.0,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,0.0,0.0,0.0,0.0,0.0,2,2
8369,1149627_1,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1,2,2.0,2.0,1.0,2.0,2.0,1.0,2,1,2,2,1.0,2,2.0,1.0,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2
8370,1149627_2,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2,2,1.0,2.0,1.0,1.0,2.0,2.0,1,1,2,1,2.0,1,2.0,1.0,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2
8371,1149650_2,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2,1,2.0,2.0,1.0,2.0,2.0,1.0,2,2,2,1,2.0,2,2.0,1.0,3,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,0.0,0.0,0.0,0.0,0.0,2,2
8372,1149656_1,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2,3,2.0,1.0,2.0,3.0,2.0,2.0,3,2,2,2,2.0,2,2.0,3.0,2,2,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,100.0,0.0,0.0,0.0,0.0,2,2
8373,1149656_2,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2,3,3.0,3.0,3.0,2.0,3.0,2.0,3,3,2,3,3.0,3,2.0,2.0,3,2,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,100.0,0.0,0.0,0.0,0.0,2,2
8374,1149664_1,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2,3,2.0,2.0,3.0,1.0,2.0,2.0,2,1,3,2,2.0,2,2.0,2.0,3,2,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,100.0,0.0,0.0,0.0,0.0,2,2
8375,1149685_1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2,1,2.0,2.0,1.0,2.0,2.0,3.0,2,1,2,3,2.0,2,2.0,1.0,2,3,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,4,110.0,0.0,0.0,0.0,0.0,2,2
8376,1149685_2,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3,2,2.0,3.0,2.0,1.0,3.0,3.0,2,2,1,2,3.0,2,2.0,2.0,1,2,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,100.0,0.0,0.0,0.0,0.0,2,2
8377,1149725_3,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2,1,3.0,2.0,2.0,3.0,1.0,2.0,3,2,3,2,2.0,2,2.0,1.0,3,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,0.0,0.0,0.0,0.0,0.0,2,2
8378,1149730_1,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2,1,3.0,2.0,1.0,3.0,2.0,1.0,3,2,2,1,3.0,2,2.0,1.0,2,1,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2
8379,1149740_1,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2,2,1.0,2.0,2.0,1.0,3.0,2.0,1,2,2,1,2.0,2,2.0,1.0,2,1,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,0.0,0.0,0.0,0.0,0.0,2,2
8380,1149740_2,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2,1,2.0,2.0,1.0,2.0,2.0,3.0,2,3,2,3,2.0,2,2.0,1.0,2,2,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,0.0,0.0,0.0,0.0,0.0,1,1
8381,1149758_1,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2,1,2.0,2.0,1.0,3.0,2.0,3.0,2,2,3,2,2.0,3,2.0,1.0,2,2,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,0.0,0.0,0.0,0.0,0.0,2,2
8382,1149758_2,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2,2,1.0,1.0,2.0,2.0,1.0,1.0,2,2,1,2,2.0,2,2.0,1.0,2,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,0.0,0.0,0.0,0.0,0.0,2,2
8383,1149818_1,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2,2,3.0,2.0,2.0,2.0,3.0,2.0,2,3,3,2,2.0,2,2.0,2.0,3,3,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,6,60.0,0.0,0.0,1.0,0.0,2,2
8384,1149838_2,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2,2,3.0,3.0,4.0,3.0,3.0,3.0,2,2,5,4,3.0,3,2.0,2.0,2,3,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,5,0.0,0.0,0.0,1.0,0.0,2,2
8385,1149849_2,4.0,3.0,4.0,4.0,3.0,2.0,2.0,2,1,2.0,2.0,3.0,3.0,2.0,3.0,2,2,2,3,2.0,2,2.0,2.0,2,3,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,70.0,0.0,0.0,0.0,0.0,2,2
8386,1149861_1,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2,2,2.0,2.0,3.0,2.0,4.0,2.0,2,2,2,3,2.0,2,3.0,2.0,2,4,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,5,50.0,0.0,0.0,1.0,0.0,2,2
8387,1149861_2,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3,3,4.0,4.0,4.0,3.0,4.0,4.0,3,4,3,4,4.0,2,3.0,4.0,3,3,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,40.0,0.0,1.0,1.0,0.0,2,2
8388,1149880_1,4.0,3.0,4.0,4.0,3.0,2.0,2.0,2,3,3.0,2.0,2.0,3.0,2.0,2.0,2,3,2,3,2.0,2,2.0,3.0,2,3,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,6,40.0,0.0,1.0,1.0,1.0,2,2
8389,1149880_2,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2,2,3.0,2.0,2.0,2.0,3.0,2.0,2,2,3,2,3.0,2,2.0,3.0,3,2,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,40.0,0.0,1.0,1.0,0.0,2,2
8390,1149887_1,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2,2,3.0,3.0,3.0,2.0,2.0,3.0,3,2,2,3,3.0,2,2.0,2.0,2,3,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,50.0,0.0,0.0,0.0,0.0,2,2
8391,1149887_2,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3,2,2.0,3.0,3.0,3.0,2.0,2.0,2,3,2,3,2.0,2,3.0,2.0,2,4,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,45.0,0.0,0.0,0.0,0.0,2,2
8392,1149899_1,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2,2,1.0,2.0,3.0,2.0,2.0,2.0,3,2,2,2,3.0,2,2.0,2.0,1,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,30.0,0.0,0.0,0.0,0.0,2,2
8393,1149907_1,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2,2,3.0,3.0,2.0,2.0,3.0,3.0,3,2,3,3,2.0,3,2.0,2.0,2,2,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2
8394,1149907_2,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2,1,2.0,2.0,3.0,2.0,2.0,2.0,3,2,2,3,2.0,2,3.0,2.0,3,3,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,6,60.0,0.0,0.0,1.0,1.0,2,2
8395,1149914_1,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2,1,2.0,3.0,2.0,2.0,3.0,3.0,2,3,2,2,3.0,2,2.0,1.0,2,2,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,50.0,0.0,1.0,1.0,1.0,2,2
8396,1149918_1,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3,3,4.0,3.0,3.0,2.0,3.0,4.0,3,4,3,3,3.0,3,3.0,3.0,2,3,4.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,50.0,0.0,0.0,0.0,0.0,2,2
8397,1149925_1,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2,3,3.0,2.0,3.0,3.0,2.0,3.0,2,2,3,2,3.0,2,2.0,3.0,3,2,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2
8398,1149925_2,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2,3,3.0,2.0,2.0,3.0,3.0,2.0,2,3,3,2,2.0,2,2.0,2.0,3,2,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,50.0,1.0,1.0,1.0,1.0,1,1
8399,1149958_1,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2,3,2.0,2.0,3.0,2.0,2.0,2.0,3,3,2,3,2.0,2,2.0,2.0,2,3,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,30.0,0.0,0.0,0.0,0.0,2,2
8400,1149958_2,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2,2,2.0,3.0,2.0,3.0,3.0,2.0,2,3,2,2,2.0,3,2.0,2.0,3,2,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2
8401,1149963_3,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2,2,3.0,3.0,2.0,2.0,2.0,2.0,2,2,3,3,2.0,3,2.0,2.0,2,2,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1,6,40.0,0.0,1.0,1.0,0.0,2,2
8402,1150002_1,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2,2,4.0,4.0,5.0,1.0,1.0,1.0,1,1,1,4,1.0,3,2.0,3.0,1,1,1.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,1.0,1,6,100.0,0.0,1.0,1.0,0.0,2,2
8403,1150028_2,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2,2,2.0,4.0,2.0,2.0,2.0,2.0,4,2,3,3,3.0,3,3.0,3.0,2,3,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1,5,0.0,0.0,0.0,0.0,0.0,2,2
8404,1150030_1,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2,2,2.0,3.0,3.0,2.0,2.0,2.0,3,2,2,2,2.0,4,2.0,2.0,2,3,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2
8405,1150030_2,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3,3,2.0,4.0,4.0,1.0,2.0,2.0,2,2,1,3,2.0,3,2.0,2.0,2,4,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1,5,0.0,0.0,0.0,0.0,0.0,2,2
8406,1150035_1,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2,1,2.0,2.0,2.0,2.0,3.0,3.0,3,2,1,4,3.0,4,3.0,4.0,4,4,4.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1,5,70.0,0.0,0.0,0.0,0.0,2,2
8407,1150047_1,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2,2,3.0,3.0,2.0,1.0,2.0,2.0,1,2,2,3,2.0,3,2.0,2.0,2,2,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1,5,0.0,0.0,0.0,0.0,0.0,2,2
8408,1150047_2,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2,2,2.0,3.0,3.0,2.0,2.0,2.0,2,2,1,3,2.0,2,2.0,2.0,2,3,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2
8409,1150061_1,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4,3,4.0,3.0,3.0,2.0,2.0,3.0,3,3,2,3,3.0,3,3.0,3.0,2,4,3.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,1.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2
8410,1150061_2,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1,2,7.0,7.0,2.0,1.0,4.0,2.0,2,2,1,3,3.0,2,2.0,2.0,2,4,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1,5,50.0,0.0,0.0,1.0,0.0,2,2
8411,1150075_1,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2,2,2.0,2.0,2.0,2.0,3.0,2.0,2,2,1,2,2.0,2,3.0,3.0,2,3,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1,6,60.0,0.0,0.0,0.0,1.0,2,2
8412,1150075_2,3.0,3.0,4.0,3.0,3.0,1.0,2.0,2,2,3.0,3.0,2.0,2.0,2.0,2.0,2,1,2,3,2.0,2,2.0,2.0,1,2,3.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1,5,40.0,0.0,0.0,1.0,0.0,2,2
8413,1150078_1,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3,3,7.0,3.0,3.0,2.0,2.0,2.0,2,1,2,2,2.0,3,2.0,2.0,2,3,3.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1,6,60.0,1.0,0.0,1.0,1.0,1,2
8414,1150078_2,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2,2,7.0,4.0,4.0,2.0,2.0,2.0,2,3,1,2,2.0,2,2.0,2.0,2,2,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,1.0,1,6,60.0,0.0,0.0,0.0,0.0,2,2
